host_response_time,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_score_mean,review_tier
a few days or more,True,True,Pueblo Nuevo,Private room in rental unit,Private room,1,1.0,1.0,0.0,38.0,1,365,1.0,365.0,0,0,0,19,15,0,4.95,4.95,4.79,4.95,4.84,4.84,4.886666666666667,Excelente (>4.8)
within a few hours,True,True,Trafalgar,Entire rental unit,Entire home/apt,4,1.0,0.0,1.0,112.0,10,365,10.0,365.0,0,10,40,14,12,0,4.93,4.86,4.93,4.86,5.0,4.71,4.881666666666667,Excelente (>4.8)
within an hour,True,True,Castillejos,Entire rental unit,Entire home/apt,3,1.0,1.0,0.0,108.0,4,365,4.0,365.0,6,27,54,51,35,4,4.98,4.75,4.98,4.96,4.9,4.88,4.908333333333333,Excelente (>4.8)
within a day,True,True,Berruguete,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,67.0,90,365,90.0,365.0,29,59,89,1,0,0,2.0,5.0,4.0,3.0,5.0,3.0,3.6666666666666665,Baja (≤4.0)
within an hour,True,True,Ciudad Jardín,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,71.0,1,1125,26.4,124.3,11,41,71,1,1,0,5.0,4.0,5.0,5.0,4.0,5.0,4.666666666666667,Alta (4.5–4.8]
within an hour,False,False,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,101.0,1,365,1.4,365.0,16,46,76,34,31,1,4.47,4.79,4.88,4.82,4.85,4.35,4.693333333333334,Alta (4.5–4.8]
within an hour,False,False,Palacio,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,141.0,1,365,1.3,365.0,12,35,62,50,44,3,4.61,4.76,4.76,4.86,4.92,4.49,4.733333333333334,Alta (4.5–4.8]
within an hour,False,False,Palacio,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,148.0,1,365,1.4,365.0,5,31,61,42,42,4,4.8,4.73,4.95,4.9,4.9,4.63,4.818333333333333,Excelente (>4.8)
within an hour,False,True,Palacio,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,146.0,1,365,1.4,365.0,13,27,53,77,50,4,4.74,4.86,4.82,4.81,4.9,4.61,4.79,Alta (4.5–4.8]
within an hour,False,True,Palacio,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,153.0,1,365,1.4,365.0,18,46,74,54,49,2,4.81,4.78,4.89,4.96,4.98,4.65,4.845,Excelente (>4.8)
within an hour,True,True,Puerta Bonita,Private room in rental unit,Private room,2,0.5,1.0,0.0,35.0,1,365,1.0,365.0,1,26,54,44,31,2,4.68,4.48,4.7,4.77,4.64,4.59,4.6433333333333335,Alta (4.5–4.8]
within an hour,True,True,Castellana,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,213.0,2,1125,2.0,365.0,6,23,48,15,6,0,4.87,4.87,4.87,4.87,4.93,4.87,4.88,Excelente (>4.8)
within a few hours,True,True,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,124.0,1,365,49.8,999.0,1,20,36,16,14,1,4.88,4.94,4.94,4.94,4.94,4.81,4.908333333333334,Excelente (>4.8)
within an hour,True,True,Goya,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,243.0,2,1125,2.0,365.0,2,11,31,42,17,0,4.93,4.88,4.98,5.0,4.93,4.74,4.91,Excelente (>4.8)
within an hour,True,True,Goya,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,217.0,2,1125,2.0,365.0,3,16,35,34,16,1,4.88,4.88,4.91,5.0,4.91,4.74,4.886666666666667,Excelente (>4.8)
a few days or more,True,True,Butarque,Private room in rental unit,Private room,2,0.5,1.0,1.0,50.0,1,365,1.0,365.0,29,59,89,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within a day,True,True,Berruguete,Private room in home,Private room,1,1.0,2.0,1.0,32.0,11,365,8.4,365.0,0,0,12,9,8,0,4.78,4.89,5.0,5.0,5.0,5.0,4.945,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,135.0,2,365,3.9,365.0,11,36,66,38,27,2,4.92,4.89,4.55,4.68,4.92,4.84,4.8,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,133.0,1,365,2.8,365.0,18,20,20,35,27,2,4.6,4.71,4.63,4.66,4.8,4.29,4.614999999999999,Alta (4.5–4.8]
within an hour,True,True,Cuatro Caminos,Entire loft,Entire home/apt,2,1.0,0.0,1.0,120.0,2,28,2.3,1125.0,10,25,41,1,1,0,5.0,5.0,5.0,5.0,5.0,4.0,4.833333333333333,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire loft,Entire home/apt,2,1.0,1.0,1.0,123.0,5,365,5.0,365.0,12,42,72,43,36,0,4.98,5.0,4.98,5.0,4.86,4.86,4.946666666666666,Excelente (>4.8)
within a day,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,94.0,3,365,3.0,365.0,9,30,60,7,7,0,4.29,4.57,4.57,4.86,4.71,4.43,4.571666666666666,Alta (4.5–4.8]
within an hour,False,True,Palacio,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,147.0,1,365,1.4,365.0,11,26,52,54,44,5,4.76,4.76,4.87,4.98,4.98,4.7,4.841666666666667,Excelente (>4.8)
within a few hours,True,True,Embajadores,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,213.0,2,365,2.0,365.0,0,9,25,17,9,1,4.94,4.88,4.82,4.82,4.41,4.76,4.771666666666667,Alta (4.5–4.8]
within an hour,False,True,Palacio,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,185.0,1,365,1.4,365.0,6,13,27,54,48,4,4.65,4.72,4.94,4.85,4.91,4.52,4.765000000000001,Alta (4.5–4.8]
within an hour,False,True,Palacio,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,199.0,1,365,1.4,365.0,16,46,76,56,47,3,4.7,4.68,4.88,4.88,4.93,4.59,4.776666666666666,Alta (4.5–4.8]
within an hour,False,True,Palacio,Entire rental unit,Entire home/apt,8,2.0,4.0,6.0,195.0,1,365,1.4,365.0,9,20,39,50,49,2,4.78,4.86,4.88,4.92,4.96,4.73,4.8549999999999995,Excelente (>4.8)
within a few hours,True,True,Ciudad Universitaria,Private room in rental unit,Private room,1,1.0,1.0,1.0,66.0,1,365,1.0,365.0,0,0,0,5,2,0,5.0,5.0,5.0,5.0,5.0,4.8,4.966666666666667,Excelente (>4.8)
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,196.0,3,365,3.0,365.0,0,0,0,13,8,1,4.54,4.69,5.0,4.92,4.85,4.85,4.808333333333334,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,88.0,1,1125,12.0,728.0,0,0,0,16,15,3,4.88,4.69,4.69,4.56,4.94,4.69,4.741666666666667,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,78.0,1,1125,1.1,1091.3,2,2,2,6,6,1,4.67,4.5,5.0,4.67,5.0,5.0,4.806666666666667,Excelente (>4.8)
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,8,2.0,4.0,6.0,217.0,4,365,3.6,365.0,6,6,6,17,7,5,4.76,4.76,4.71,4.88,4.71,4.59,4.735,Alta (4.5–4.8]
within a few hours,True,True,Almagro,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,154.0,3,365,3.0,365.0,9,38,66,24,19,1,4.58,4.54,4.83,4.54,4.96,4.38,4.638333333333334,Alta (4.5–4.8]
within a few hours,True,True,Castillejos,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,200.0,1,1125,28.0,1125.0,10,40,70,10,7,0,4.7,4.3,4.7,4.5,4.7,4.5,4.566666666666666,Alta (4.5–4.8]
within an hour,True,True,Canillejas,Entire rental unit,Entire home/apt,4,0.5,1.0,3.0,60.0,31,341,30.3,341.0,0,0,0,9,7,1,5.0,4.67,4.89,5.0,5.0,5.0,4.926666666666667,Excelente (>4.8)
within a day,False,True,Puerta del Angel,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,52.0,1,1125,1.0,1125.0,0,10,28,59,53,1,4.54,4.32,4.78,4.8,4.59,4.59,4.6033333333333335,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,86.0,1,1125,24.3,260.9,1,3,33,7,7,0,4.86,4.86,4.86,4.86,5.0,5.0,4.906666666666667,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,5,3.0,2.0,3.0,230.0,1,365,4.7,365.0,5,14,44,2,1,0,4.5,5.0,4.5,5.0,4.5,4.5,4.666666666666667,Alta (4.5–4.8]
within a few hours,True,False,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,130.0,30,365,24.9,365.0,1,10,30,23,19,2,4.87,5.0,4.87,4.91,4.96,4.83,4.906666666666667,Excelente (>4.8)
within an hour,True,True,Trafalgar,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,120.0,2,365,2.0,365.0,5,29,55,48,38,2,4.92,4.94,5.0,4.98,4.94,4.77,4.925,Excelente (>4.8)
within an hour,True,True,Fuente del Berro,Entire rental unit,Entire home/apt,8,1.0,2.0,4.0,121.0,1,365,5.1,365.0,13,29,53,12,6,0,4.17,3.75,4.67,4.83,4.67,4.17,4.376666666666668,Media (4.0–4.5]
within an hour,True,True,Timón,Entire rental unit,Entire home/apt,8,1.0,2.0,6.0,122.0,1,30,1.0,30.0,3,13,34,144,113,4,4.85,4.86,4.94,4.95,4.83,4.85,4.88,Excelente (>4.8)
within an hour,True,True,Palos de Moguer,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,234.0,1,365,12.9,365.0,5,16,46,24,18,2,4.88,4.67,4.96,5.0,4.67,4.58,4.793333333333333,Alta (4.5–4.8]
within an hour,True,False,Opañel,Entire home,Entire home/apt,4,1.0,1.0,1.0,55.0,3,365,3.0,365.0,9,25,52,38,26,0,4.68,4.53,4.55,4.87,3.92,4.13,4.446666666666667,Media (4.0–4.5]
within a day,True,True,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,101.0,1,365,30.0,365.0,0,24,54,1,1,0,5.0,5.0,5.0,2.0,5.0,4.0,4.333333333333333,Media (4.0–4.5]
within a day,True,True,Justicia,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,140.0,1,365,30.0,365.0,0,11,41,2,2,1,5.0,5.0,3.5,4.0,5.0,4.5,4.5,Media (4.0–4.5]
within an hour,True,True,Goya,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,126.0,3,365,3.0,365.0,5,14,30,74,60,1,4.84,4.84,4.68,4.84,4.96,4.81,4.828333333333333,Excelente (>4.8)
within an hour,True,True,Almenara,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,228.0,1,30,1.3,30.0,24,51,78,10,5,0,4.9,4.5,4.7,5.0,4.5,4.5,4.683333333333334,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,231.0,2,365,2.0,365.0,25,55,85,15,9,0,4.93,5.0,5.0,4.93,5.0,4.8,4.943333333333333,Excelente (>4.8)
within an hour,True,True,Trafalgar,Entire rental unit,Entire home/apt,3,1.5,3.0,3.0,147.0,1,365,5.1,365.0,5,15,36,72,56,3,4.92,4.92,4.83,4.9,4.92,4.86,4.891666666666667,Excelente (>4.8)
within an hour,True,True,Universidad,Private room in rental unit,Private room,2,1.0,1.0,1.0,80.0,3,4,3.0,4.0,2,4,8,28,24,0,5.0,5.0,5.0,5.0,5.0,4.96,4.993333333333333,Excelente (>4.8)
within an hour,True,True,San Diego,Private room in rental unit,Private room,3,2.0,1.0,0.0,90.0,1,365,1.0,365.0,30,60,90,16,7,0,4.81,4.94,4.88,4.94,4.56,4.81,4.823333333333333,Excelente (>4.8)
within an hour,True,True,Vinateros,Private room in rental unit,Private room,1,0.5,1.0,0.0,36.0,2,30,2.0,30.0,7,16,41,52,44,5,4.94,4.9,4.88,4.96,4.81,4.98,4.911666666666666,Excelente (>4.8)
within an hour,False,True,Trafalgar,Entire rental unit,Entire home/apt,5,1.0,2.0,0.0,172.0,32,365,31.1,365.0,0,0,0,35,27,0,4.86,4.91,4.91,4.97,4.97,4.77,4.8983333333333325,Excelente (>4.8)
within an hour,True,True,Rejas,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,92.0,1,365,4.4,999.0,7,34,64,18,15,1,4.89,4.89,4.56,4.78,4.56,4.56,4.706666666666666,Alta (4.5–4.8]
within an hour,True,True,Imperial,Private room in rental unit,Private room,1,1.0,1.0,1.0,51.0,5,365,5.0,365.0,0,0,11,27,21,0,4.67,4.44,4.78,4.78,4.78,4.63,4.680000000000001,Alta (4.5–4.8]
within an hour,True,True,Castillejos,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,215.0,1,365,5.0,365.0,11,27,49,25,15,2,4.92,4.92,4.6,4.76,4.96,4.76,4.82,Excelente (>4.8)
a few days or more,True,True,Aluche,Entire rental unit,Entire home/apt,4,1.0,3.0,3.0,83.0,20,365,20.0,365.0,0,12,42,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within a few hours,True,True,Ibiza,Entire rental unit,Entire home/apt,5,2.5,3.0,2.0,203.0,30,365,30.0,365.0,0,11,15,6,5,0,5.0,4.83,5.0,4.67,5.0,5.0,4.916666666666667,Excelente (>4.8)
within an hour,True,False,Puerta del Angel,Private room in rental unit,Private room,2,1.0,1.0,1.0,74.0,1,1125,1.9,99.0,14,37,60,21,15,1,4.52,4.71,4.62,4.43,4.24,4.38,4.483333333333333,Media (4.0–4.5]
within an hour,True,True,Ventas,Private room in rental unit,Private room,2,1.0,1.0,1.0,41.0,1,730,1.0,1125.0,2,12,40,73,50,1,4.82,4.96,4.95,4.99,4.81,4.78,4.885,Excelente (>4.8)
within an hour,True,True,San Diego,Private room in rental unit,Private room,2,2.0,1.0,1.0,63.0,1,365,1.0,365.0,30,60,90,20,7,0,4.45,4.4,4.65,4.65,3.95,4.35,4.408333333333334,Media (4.0–4.5]
within an hour,True,True,San Diego,Private room in rental unit,Private room,2,2.0,1.0,2.0,63.0,1,365,1.0,365.0,30,60,90,34,16,0,4.88,4.82,4.91,5.0,4.65,4.79,4.841666666666666,Excelente (>4.8)
within an hour,True,True,Universidad,Private room in rental unit,Private room,2,1.0,1.0,1.0,76.0,1,365,1.0,365.0,0,7,31,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,False,Sol,Entire rental unit,Entire home/apt,5,1.0,0.0,4.0,185.0,1,365,1.0,365.0,6,36,66,16,16,0,4.0,4.0,4.31,4.31,4.75,4.13,4.249999999999999,Media (4.0–4.5]
within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,203.0,3,365,3.0,365.0,4,26,56,48,34,2,4.9,4.92,4.92,4.9,4.77,4.69,4.8500000000000005,Excelente (>4.8)
within an hour,True,True,Gaztambide,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,180.0,1,365,3.8,999.0,2,12,31,29,16,1,4.52,4.76,4.79,4.79,4.9,4.59,4.725,Alta (4.5–4.8]
a few days or more,False,True,Goya,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,95.0,8,365,8.0,365.0,0,0,0,5,4,1,4.6,4.8,5.0,5.0,4.8,4.8,4.833333333333333,Excelente (>4.8)
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,105.0,31,365,31.0,365.0,0,0,0,6,6,0,3.67,4.5,3.67,3.33,4.67,4.17,4.001666666666666,Media (4.0–4.5]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,0.0,2.0,90.0,1,365,5.0,365.0,6,16,35,52,44,3,4.67,4.88,4.81,4.85,4.98,4.67,4.81,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,157.0,1,365,1.0,30.0,4,12,27,25,11,0,3.92,4.04,4.32,4.4,3.8,3.8,4.046666666666667,Media (4.0–4.5]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,152.0,2,365,3.9,365.0,8,33,63,43,36,3,4.93,4.93,4.63,4.7,4.86,4.63,4.779999999999999,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,96.0,2,365,3.9,365.0,10,22,47,46,34,3,4.74,4.83,4.63,4.93,4.46,4.46,4.675,Alta (4.5–4.8]
within a few hours,True,True,Imperial,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,105.0,7,36,7.0,36.0,14,44,74,5,2,0,4.0,3.6,4.0,4.2,4.2,3.8,3.966666666666667,Baja (≤4.0)
within an hour,True,True,Gaztambide,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,103.0,1,365,3.9,365.0,6,18,42,52,42,1,4.92,4.87,4.75,4.83,4.88,4.77,4.836666666666666,Excelente (>4.8)
within a few hours,True,True,Pueblo Nuevo,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,173.0,2,31,2.0,31.0,6,28,51,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,98.0,3,5,3.0,5.0,7,15,36,6,5,1,5.0,5.0,5.0,5.0,5.0,4.33,4.888333333333333,Excelente (>4.8)
within a day,True,True,Vista Alegre,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,86.0,2,45,2.0,45.0,4,27,49,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,305.0,1,29,1.0,1125.0,1,1,1,28,21,0,4.61,4.64,4.86,4.82,4.86,4.61,4.733333333333333,Alta (4.5–4.8]
within an hour,False,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,65.0,32,335,32.0,335.0,0,0,22,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Alameda de Osuna,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,91.0,1,28,1.1,1125.0,14,43,60,98,73,5,4.73,4.66,4.88,4.95,4.84,4.56,4.77,Alta (4.5–4.8]
within an hour,True,True,Campamento,Private room in rental unit,Private room,2,1.0,1.0,2.0,48.0,1,30,1.0,30.0,18,33,59,40,28,1,4.64,4.69,4.74,4.82,4.38,4.49,4.626666666666666,Alta (4.5–4.8]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,6,1.0,3.0,0.0,162.0,2,365,2.0,365.0,2,13,25,84,61,4,4.49,4.45,4.85,4.65,4.9,4.54,4.646666666666667,Alta (4.5–4.8]
within an hour,True,True,Goya,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,272.0,3,365,2.7,365.0,8,34,61,48,36,2,4.77,4.92,4.92,4.85,4.9,4.75,4.851666666666667,Excelente (>4.8)
within an hour,True,True,Gaztambide,Private room in rental unit,Private room,1,1.0,1.0,1.0,73.0,2,365,2.0,365.0,11,38,68,17,15,0,4.82,5.0,4.88,4.94,4.88,4.65,4.861666666666667,Excelente (>4.8)
within an hour,True,True,Ventas,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,59.0,28,365,28.0,365.0,1,14,44,5,5,0,4.8,5.0,5.0,5.0,4.6,4.6,4.833333333333333,Excelente (>4.8)
within an hour,True,True,Goya,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,159.0,30,200,30.0,1125.0,0,0,0,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,8,2.5,3.0,0.0,370.0,1,1125,2.5,1125.0,10,27,57,17,15,0,4.82,4.88,4.59,4.71,4.59,4.41,4.666666666666667,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,134.0,28,365,28.0,1125.0,3,7,7,17,15,1,4.88,5.0,4.94,4.88,4.71,4.59,4.833333333333333,Excelente (>4.8)
a few days or more,True,True,Valdeacederas,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,78.0,30,365,30.0,365.0,5,28,58,1,1,0,4.0,5.0,4.0,4.0,3.0,3.0,3.8333333333333335,Baja (≤4.0)
a few days or more,True,True,Berruguete,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,60.0,30,365,30.0,365.0,2,3,3,2,2,0,5.0,4.5,4.0,3.5,4.5,4.5,4.333333333333333,Media (4.0–4.5]
within a day,True,True,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,110.0,1,365,29.3,365.0,2,4,34,5,4,0,4.8,5.0,4.4,5.0,4.8,4.6,4.766666666666667,Alta (4.5–4.8]
within a few hours,True,True,Universidad,Entire rental unit,Entire home/apt,12,2.0,4.0,4.0,233.0,2,365,2.0,365.0,19,47,77,24,24,0,4.58,4.54,4.38,4.58,4.54,4.33,4.491666666666666,Media (4.0–4.5]
within a few hours,True,True,Media Legua,Private room in rental unit,Private room,1,0.5,1.0,1.0,39.0,2,1125,2.0,1125.0,3,3,3,65,52,5,4.97,4.92,4.89,4.98,4.8,4.97,4.921666666666667,Excelente (>4.8)
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,105.0,1,365,3.9,365.0,8,23,45,48,42,5,4.81,4.77,4.85,4.92,4.73,4.71,4.798333333333333,Alta (4.5–4.8]
within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,4,1.0,0.0,4.0,140.0,2,365,1.9,365.0,6,33,61,88,65,3,4.7,4.74,4.94,4.88,4.88,4.69,4.805000000000001,Excelente (>4.8)
within a day,True,True,Universidad,Private room in rental unit,Private room,2,2.0,6.0,14.0,161.0,1,365,1.0,365.0,30,60,90,26,24,0,4.81,4.92,4.69,4.85,4.88,4.81,4.826666666666667,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,132.0,1,1125,24.0,284.2,11,34,64,12,12,1,4.42,3.92,4.17,3.92,4.42,4.17,4.170000000000001,Media (4.0–4.5]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,137.0,31,330,31.0,330.0,0,0,0,1,1,0,4.0,5.0,3.0,3.0,5.0,2.0,3.6666666666666665,Baja (≤4.0)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,139.0,1,60,4.6,60.0,2,7,26,80,72,5,4.99,4.93,4.9,4.99,4.98,4.88,4.945,Excelente (>4.8)
within an hour,True,True,Ventas,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,69.0,1,1125,21.4,348.6,7,7,11,2,1,0,5.0,5.0,5.0,5.0,5.0,4.5,4.916666666666667,Excelente (>4.8)
within an hour,True,True,San Diego,Private room in rental unit,Private room,2,2.0,1.0,1.0,80.0,1,365,1.0,365.0,30,60,90,10,5,0,5.0,4.9,4.7,4.9,4.5,4.4,4.733333333333333,Alta (4.5–4.8]
a few days or more,True,True,Rejas,Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,200.0,1,365,1.0,365.0,23,53,83,2,1,0,4.0,4.0,4.0,4.5,4.0,4.0,4.083333333333333,Media (4.0–4.5]
within a day,True,True,Universidad,Private room in rental unit,Private room,2,2.0,6.0,14.0,161.0,1,365,1.0,365.0,0,0,0,10,7,0,4.6,4.6,4.9,4.7,4.9,4.8,4.750000000000001,Alta (4.5–4.8]
within a day,True,True,Universidad,Private room in rental unit,Private room,2,2.0,6.0,14.0,161.0,1,365,1.0,365.0,30,60,90,11,7,0,4.91,4.82,4.82,4.91,4.91,4.55,4.82,Excelente (>4.8)
within a day,True,True,Universidad,Private room in rental unit,Private room,14,2.0,6.0,14.0,250.0,1,365,1.0,365.0,27,57,82,2,1,0,4.5,4.5,4.0,4.5,4.5,4.5,4.416666666666667,Media (4.0–4.5]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,0.0,4.0,102.0,1,365,1.1,365.0,2,15,33,73,57,1,4.78,4.88,4.9,4.97,4.95,4.78,4.876666666666667,Excelente (>4.8)
within an hour,True,True,Goya,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,128.0,20,365,17.2,240.5,9,39,69,24,16,0,4.25,4.58,4.58,4.67,4.79,4.0,4.478333333333333,Media (4.0–4.5]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,80.0,2,365,2.0,1125.0,2,18,36,61,46,4,4.74,4.59,4.84,4.82,4.87,4.64,4.750000000000001,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,249.0,1,365,2.1,999.0,15,44,74,9,9,0,4.89,5.0,4.89,4.78,5.0,4.78,4.890000000000001,Excelente (>4.8)
within an hour,True,True,Sol,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,262.0,1,365,2.1,999.0,12,31,55,3,3,0,5.0,5.0,5.0,4.33,5.0,4.33,4.776666666666666,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,259.0,1,365,2.1,999.0,19,49,79,44,43,2,4.89,4.84,4.98,4.86,4.95,4.7,4.87,Excelente (>4.8)
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,134.0,1,365,3.1,999.0,5,27,57,14,11,3,4.79,4.86,4.64,4.86,4.93,4.43,4.751666666666666,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,124.0,1,365,3.1,999.0,6,26,56,22,18,1,4.82,4.86,4.59,4.77,4.68,4.45,4.694999999999999,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,102.0,1,365,3.1,999.0,5,21,51,27,25,1,4.7,4.85,4.7,4.89,4.96,4.44,4.756666666666667,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,6,2.0,2.0,0.0,189.0,1,365,3.1,999.0,4,20,36,49,44,2,4.9,4.94,4.63,4.84,4.98,4.76,4.841666666666666,Excelente (>4.8)
within an hour,True,True,Jerónimos,Private room in home,Private room,1,1.0,1.0,1.0,28.0,1,365,1.0,365.0,5,15,27,28,18,1,4.79,4.43,4.79,4.89,4.93,4.68,4.751666666666666,Alta (4.5–4.8]
within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,137.0,2,365,2.0,365.0,6,25,55,14,11,0,5.0,5.0,5.0,5.0,5.0,4.93,4.988333333333333,Excelente (>4.8)
within an hour,True,True,Sol,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,281.0,1,365,2.1,999.0,7,32,58,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
