host_response_time,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_score_mean,review_tier
within an hour,True,True,San Isidro,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,86.0,1,365,3.1,999.0,23,53,83,33,16,0,4.82,4.97,4.94,4.88,4.39,4.7,4.783333333333333,Alta (4.5–4.8]
within an hour,True,True,Imperial,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,92.0,2,365,2.0,365.0,4,19,42,32,17,0,4.78,4.97,4.91,4.81,4.78,4.78,4.838333333333334,Excelente (>4.8)
within an hour,True,True,Universidad,Entire loft,Entire home/apt,4,2.0,2.0,0.0,163.0,4,365,3.9,365.0,0,18,48,97,59,3,4.73,4.81,4.85,4.86,4.95,4.67,4.8116666666666665,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,6,1.5,2.0,3.0,201.0,1,1125,2.6,243.5,20,43,61,2,1,1,4.0,5.0,5.0,4.0,3.0,3.0,4.0,Baja (≤4.0)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,122.0,2,365,2.0,365.0,1,14,29,76,50,1,4.86,4.86,4.88,4.97,4.99,4.83,4.898333333333333,Excelente (>4.8)
within an hour,True,True,Berruguete,Entire rental unit,Entire home/apt,2,1.0,2.0,2.0,65.0,21,90,21.0,90.0,0,1,31,5,3,1,4.4,4.8,4.4,4.4,4.4,4.6,4.5,Media (4.0–4.5]
within an hour,True,True,Cuatro Caminos,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,141.0,1,365,6.6,365.0,10,34,55,28,23,1,4.46,4.71,4.89,4.86,4.64,4.18,4.623333333333333,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,492.0,1,1125,21.4,385.7,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Lucero,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,112.0,1,1125,1.2,1116.0,0,0,13,3,0,0,5.0,5.0,4.67,4.0,3.67,4.0,4.390000000000001,Media (4.0–4.5]
within an hour,True,True,Justicia,Private room in home,Private room,1,1.0,1.0,0.0,40.0,1,365,1.0,365.0,0,3,17,171,130,12,4.98,4.96,4.98,4.99,4.98,4.94,4.971666666666668,Excelente (>4.8)
within an hour,True,True,Delicias,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,82.0,1,365,4.5,365.0,0,0,0,58,42,1,4.62,4.72,4.64,4.88,4.76,4.43,4.675,Alta (4.5–4.8]
within an hour,True,True,Moscardó,Entire rental unit,Entire home/apt,5,2.0,1.0,3.0,95.0,1,365,3.9,365.0,11,28,44,21,12,1,4.86,4.76,4.95,4.95,4.62,4.76,4.816666666666666,Excelente (>4.8)
within an hour,True,True,Guindalera,Entire home,Entire home/apt,2,1.0,1.0,1.0,139.0,1,365,18.1,999.0,10,28,58,46,27,0,4.87,4.85,4.87,4.89,4.74,4.61,4.805,Excelente (>4.8)
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,167.0,1,365,3.8,999.0,3,11,27,26,18,3,4.65,4.85,4.54,4.69,4.81,4.65,4.698333333333333,Alta (4.5–4.8]
within an hour,True,True,Castilla,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,97.0,2,365,2.0,365.0,8,10,10,90,65,0,4.92,4.99,4.87,4.89,4.77,4.78,4.87,Excelente (>4.8)
within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,142.0,1,1125,28.0,1125.0,0,14,15,9,8,0,4.78,5.0,4.78,4.78,5.0,4.22,4.760000000000001,Alta (4.5–4.8]
within an hour,True,True,Pueblo Nuevo,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,95.0,1,1125,1.3,1045.3,8,34,64,38,35,3,4.74,4.79,4.68,4.92,4.37,4.61,4.6850000000000005,Alta (4.5–4.8]
within an hour,True,True,Quintana,Private room in home,Private room,4,2.0,1.0,4.0,90.0,1,365,1.0,365.0,21,50,80,22,16,0,4.36,4.36,4.68,4.73,4.55,4.32,4.500000000000001,Alta (4.5–4.8]
within a day,False,True,Buenavista,Private room in rental unit,Private room,2,2.0,5.0,6.0,55.0,1,365,1.0,365.0,29,59,89,1,1,0,1.0,1.0,1.0,1.0,3.0,1.0,1.3333333333333333,Baja (≤4.0)
within a few hours,True,True,Timón,Entire home,Entire home/apt,8,4.0,4.0,7.0,380.0,2,90,2.0,90.0,0,10,40,6,4,0,3.83,3.5,3.83,3.83,4.17,3.5,3.776666666666667,Baja (≤4.0)
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,83.0,31,330,31.0,330.0,0,0,10,1,0,0,5.0,5.0,5.0,4.0,4.0,4.0,4.5,Media (4.0–4.5]
within an hour,True,True,Trafalgar,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,90.0,25,365,24.5,1125.0,0,20,50,22,10,0,4.73,4.95,4.77,4.91,4.91,4.77,4.84,Excelente (>4.8)
within an hour,False,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,94.0,30,365,30.0,365.0,9,9,24,3,2,0,5.0,5.0,5.0,5.0,5.0,4.67,4.945,Excelente (>4.8)
within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,239.0,1,365,3.3,365.0,3,19,40,37,26,1,4.62,4.89,4.65,4.65,4.38,4.35,4.59,Alta (4.5–4.8]
within an hour,True,False,Rejas,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,72.0,2,365,2.6,365.0,7,37,67,64,34,2,4.78,4.84,4.83,4.75,4.64,4.73,4.761666666666668,Alta (4.5–4.8]
within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,126.0,1,1125,28.0,1125.0,0,14,44,1,0,0,1.0,3.0,5.0,1.0,5.0,2.0,2.8333333333333335,Baja (≤4.0)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,81.0,1,365,2.9,365.0,3,14,39,64,45,3,4.63,4.8,4.39,4.53,4.7,4.38,4.571666666666666,Alta (4.5–4.8]
within an hour,True,True,Justicia,Entire condo,Entire home/apt,8,2.0,2.0,4.0,403.0,1,365,2.3,27.0,2,10,22,26,8,0,4.88,4.81,4.96,4.96,5.0,4.88,4.915,Excelente (>4.8)
within a day,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,107.0,2,90,2.0,90.0,1,14,24,3,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within a few hours,True,True,Valdefuentes,Entire rental unit,Entire home/apt,5,2.0,2.0,5.0,100.0,31,365,31.0,365.0,0,13,43,8,2,0,4.63,4.63,4.63,4.25,4.75,4.5,4.565,Alta (4.5–4.8]
within a few hours,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,104.0,26,365,25.8,365.0,6,7,22,23,15,0,4.91,4.74,4.87,5.0,4.87,4.78,4.861666666666667,Excelente (>4.8)
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,273.0,1,1125,1.0,1125.0,16,42,70,28,12,1,4.82,4.96,4.96,5.0,4.93,4.82,4.915,Excelente (>4.8)
within an hour,False,False,Universidad,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,184.0,1,365,1.7,365.0,14,36,58,7,5,0,4.14,4.71,5.0,4.57,5.0,4.14,4.593333333333334,Alta (4.5–4.8]
within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,109.0,3,1125,6.7,1125.0,13,39,69,64,42,2,4.38,4.28,4.67,4.77,4.8,4.05,4.491666666666667,Media (4.0–4.5]
within an hour,True,True,Embajadores,Private room in hostel,Private room,4,1.0,1.0,4.0,172.0,1,365,1.2,7.0,6,22,42,3,3,0,4.67,5.0,4.67,5.0,4.0,5.0,4.723333333333334,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,10,2.0,4.0,4.0,538.0,1,1125,1.0,1125.0,14,40,68,40,27,0,4.85,4.98,5.0,5.0,4.98,4.78,4.931666666666667,Excelente (>4.8)
within a day,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,147.0,30,1125,38.3,1125.0,0,0,0,4,0,0,4.75,4.0,5.0,5.0,4.5,4.5,4.625,Alta (4.5–4.8]
within a day,True,True,Zofío,Private room in rental unit,Private room,1,1.0,1.0,0.0,30.0,1,365,1.0,365.0,12,42,72,11,9,0,4.91,4.82,4.91,5.0,4.82,5.0,4.91,Excelente (>4.8)
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,316.0,1,1125,1.0,1125.0,14,43,71,22,12,1,4.82,5.0,4.82,4.95,5.0,4.82,4.901666666666666,Excelente (>4.8)
a few days or more,True,True,Los Angeles,Private room in rental unit,Private room,2,1.0,0.0,1.0,29.0,1,365,1.0,365.0,25,55,85,29,18,0,4.93,4.93,4.97,5.0,4.79,4.93,4.925,Excelente (>4.8)
within an hour,True,True,Universidad,Private room in rental unit,Private room,2,1.0,1.0,1.0,124.0,1,365,3.0,999.0,7,34,64,9,6,0,4.44,4.33,4.89,4.89,4.78,4.44,4.628333333333334,Alta (4.5–4.8]
within an hour,True,True,San Diego,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,140.0,1,365,3.0,999.0,20,50,80,59,49,5,4.95,4.92,4.86,4.97,3.95,4.8,4.741666666666666,Alta (4.5–4.8]
within an hour,True,True,Trafalgar,Private room in hostel,Private room,4,1.0,2.0,2.0,82.0,1,365,1.0,365.0,9,27,43,94,50,3,4.55,4.47,4.77,4.63,4.72,4.3,4.573333333333333,Alta (4.5–4.8]
within an hour,True,True,Castillejos,Private room in bed and breakfast,Private room,1,3.0,1.0,1.0,34.0,1,33,1.0,1125.0,12,35,65,29,19,0,4.34,3.83,4.79,4.48,4.59,4.03,4.343333333333334,Media (4.0–4.5]
within a few hours,True,True,Pacífico,Private room in casa particular,Private room,2,1.0,1.0,0.0,29.0,1,3,1.0,3.0,3,11,12,45,26,0,4.71,4.8,4.82,4.8,4.8,4.69,4.7700000000000005,Alta (4.5–4.8]
within an hour,True,True,Jerónimos,Entire rental unit,Entire home/apt,5,2.0,2.0,0.0,251.0,2,365,2.0,365.0,4,12,30,48,36,2,4.94,4.88,4.98,4.94,4.98,4.94,4.943333333333334,Excelente (>4.8)
within an hour,True,True,Castillejos,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,131.0,2,1125,2.9,1125.0,1,4,34,28,18,0,4.75,4.75,4.79,4.96,4.82,4.54,4.7683333333333335,Alta (4.5–4.8]
within an hour,True,True,Acacias,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,138.0,1,365,14.1,999.0,5,29,59,44,31,0,4.68,4.8,4.89,4.98,4.91,4.66,4.82,Excelente (>4.8)
within an hour,True,True,Universidad,Private room in rental unit,Private room,1,1.0,1.0,1.0,47.0,1,365,1.0,365.0,12,41,71,35,21,0,4.74,4.77,4.71,4.8,4.91,4.63,4.76,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Private room in rental unit,Private room,1,1.5,1.0,1.0,22.0,10,182,9.9,182.0,0,9,19,24,21,1,4.92,4.58,4.92,4.96,4.96,4.92,4.876666666666666,Excelente (>4.8)
within an hour,True,True,Universidad,Private room in rental unit,Private room,1,1.0,0.0,1.0,47.0,1,1125,1.0,1125.0,12,38,68,57,34,0,4.75,4.88,4.93,4.88,4.89,4.7,4.838333333333333,Excelente (>4.8)
a few days or more,False,True,Fontarrón,Private room in rental unit,Private room,2,0.5,1.0,1.0,50.0,1,365,1.0,365.0,28,58,88,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within a day,True,True,Palacio,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,80.0,1,730,1.0,730.0,8,12,12,29,17,3,4.38,4.55,4.66,4.83,4.79,4.07,4.546666666666667,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,7,1.0,3.0,5.0,190.0,1,1125,1.0,999.0,4,9,21,9,7,1,4.11,4.11,4.44,4.44,4.78,4.11,4.331666666666667,Media (4.0–4.5]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,74.0,5,28,4.9,1125.0,3,8,19,53,38,2,4.91,4.91,4.92,4.98,4.6,4.75,4.845,Excelente (>4.8)
within a day,True,True,Justicia,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,373.0,3,15,3.1,15.0,2,29,51,17,9,0,4.94,4.71,5.0,5.0,5.0,4.76,4.901666666666666,Excelente (>4.8)
within a day,True,True,Palos de Moguer,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,91.0,30,365,30.0,365.0,0,0,0,1,0,0,4.0,5.0,4.0,5.0,5.0,5.0,4.666666666666667,Alta (4.5–4.8]
within an hour,True,True,Pacífico,Private room in rental unit,Private room,1,1.0,1.0,1.0,40.0,2,8,2.0,8.0,12,42,72,55,40,1,4.76,4.95,4.95,4.98,4.89,4.8,4.888333333333334,Excelente (>4.8)
within a few hours,True,True,Universidad,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,225.0,28,186,26.1,186.0,7,37,67,20,10,0,5.0,4.9,4.8,4.85,4.9,4.75,4.866666666666666,Excelente (>4.8)
within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,90.0,1,1125,2.6,258.7,7,25,51,12,11,0,4.67,4.58,4.17,4.25,4.92,4.0,4.4316666666666675,Media (4.0–4.5]
within an hour,True,True,Ciudad Universitaria,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,72.0,1,1125,22.6,342.5,1,14,17,1,1,0,3.0,2.0,1.0,3.0,5.0,3.0,2.8333333333333335,Baja (≤4.0)
within an hour,True,True,Ibiza,Private room in rental unit,Private room,1,1.0,1.0,1.0,36.0,31,365,31.0,365.0,29,30,43,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within a few hours,True,False,Aravaca,Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,165.0,30,730,27.5,730.0,8,8,8,3,1,0,4.67,4.33,5.0,5.0,5.0,4.67,4.778333333333333,Alta (4.5–4.8]
within an hour,True,True,Arapiles,Private room in rental unit,Private room,1,2.0,1.0,1.0,48.0,30,365,30.3,365.0,0,0,0,2,0,0,5.0,5.0,4.5,5.0,5.0,5.0,4.916666666666667,Excelente (>4.8)
within an hour,True,True,Universidad,Private room in rental unit,Private room,1,2.0,1.0,1.0,48.0,31,365,31.0,365.0,1,1,1,5,2,1,4.2,3.8,4.8,4.4,4.6,4.2,4.333333333333334,Media (4.0–4.5]
within an hour,True,True,Arapiles,Private room in rental unit,Private room,1,2.0,1.0,1.0,48.0,31,365,31.0,365.0,29,59,89,1,1,0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,Baja (≤4.0)
within an hour,True,True,Universidad,Private room in rental unit,Private room,1,2.0,1.0,1.0,47.0,31,365,31.0,365.0,0,0,0,2,0,0,4.5,3.0,4.0,3.0,5.0,3.0,3.75,Baja (≤4.0)
within an hour,True,True,Palacio,Private room in rental unit,Private room,1,2.0,1.0,1.0,46.0,30,365,30.3,365.0,0,0,0,1,1,0,5.0,4.0,5.0,5.0,5.0,5.0,4.833333333333333,Excelente (>4.8)
within an hour,True,True,Palacio,Private room in rental unit,Private room,1,2.0,1.0,1.0,45.0,31,365,31.0,365.0,4,4,4,1,1,0,4.0,4.0,5.0,4.0,5.0,5.0,4.5,Media (4.0–4.5]
within an hour,True,True,Guindalera,Private room in rental unit,Private room,1,2.0,1.0,1.0,40.0,31,365,31.0,365.0,0,0,0,1,1,0,5.0,4.0,5.0,5.0,5.0,4.0,4.666666666666667,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,105.0,1,365,18.1,999.0,3,21,45,64,43,1,4.73,4.78,4.64,4.89,4.97,4.59,4.766666666666667,Alta (4.5–4.8]
a few days or more,True,True,Niño Jesús,Private room in rental unit,Private room,1,2.0,6.0,6.0,28.0,31,365,31.0,365.0,0,0,0,1,0,0,3.0,5.0,2.0,2.0,5.0,3.0,3.3333333333333335,Baja (≤4.0)
within an hour,True,True,Guindalera,Private room in rental unit,Private room,1,2.0,1.0,1.0,43.0,31,365,31.0,365.0,5,35,65,1,0,0,4.0,3.0,5.0,5.0,5.0,5.0,4.5,Media (4.0–4.5]
within an hour,True,False,Embajadores,Entire rental unit,Entire home/apt,10,5.0,5.0,0.0,334.0,1,365,2.1,99.0,12,32,56,16,4,0,4.63,4.69,4.63,4.56,4.56,4.63,4.616666666666666,Alta (4.5–4.8]
within an hour,True,True,La Paz,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,105.0,2,365,2.0,1125.0,3,18,37,66,51,3,4.68,4.58,4.88,4.89,4.79,4.61,4.738333333333333,Alta (4.5–4.8]
within an hour,True,True,Delicias,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,75.0,7,365,7.8,365.0,0,13,24,17,11,0,4.88,4.76,4.94,5.0,4.88,4.82,4.88,Excelente (>4.8)
within an hour,True,True,Fuente del Berro,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,144.0,1,365,3.3,365.0,17,47,77,4,3,0,5.0,4.75,5.0,5.0,5.0,4.75,4.916666666666667,Excelente (>4.8)
within an hour,True,True,Estrella,Private room in rental unit,Private room,1,3.0,1.0,1.0,42.0,30,365,30.3,365.0,24,54,84,2,0,0,5.0,4.5,5.0,5.0,5.0,5.0,4.916666666666667,Excelente (>4.8)
within an hour,True,True,Adelfas,Private room in rental unit,Private room,1,2.5,1.0,1.0,42.0,31,365,31.0,365.0,0,4,34,3,1,0,4.67,4.33,5.0,5.0,5.0,4.33,4.721666666666667,Alta (4.5–4.8]
within an hour,True,True,Estrella,Private room in rental unit,Private room,1,1.0,1.0,1.0,44.0,31,365,31.0,365.0,29,59,89,2,1,0,4.0,3.0,5.0,5.0,4.0,4.0,4.166666666666667,Media (4.0–4.5]
within a day,True,True,Ventas,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,75.0,2,365,2.0,365.0,5,33,46,10,6,0,4.5,4.9,4.4,4.5,4.5,3.8,4.433333333333334,Media (4.0–4.5]
within a day,True,True,Simancas,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,84.0,2,365,2.0,365.0,0,0,4,4,0,0,4.5,4.0,4.75,4.75,4.25,4.25,4.416666666666667,Media (4.0–4.5]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,2.0,1.0,1.0,107.0,1,365,18.1,999.0,1,16,46,47,31,0,4.66,4.7,4.57,4.85,4.91,4.51,4.7,Alta (4.5–4.8]
within an hour,True,True,Recoletos,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,187.0,1,365,14.0,365.0,12,42,55,40,22,0,4.28,4.63,4.5,4.65,4.9,4.35,4.551666666666667,Alta (4.5–4.8]
within an hour,True,True,Delicias,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,85.0,1,1125,20.0,434.6,0,0,0,3,2,1,5.0,4.33,4.67,3.67,4.67,4.67,4.501666666666668,Alta (4.5–4.8]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,12,2.0,4.0,7.0,254.0,1,365,1.3,365.0,12,27,48,39,28,0,4.03,4.05,4.72,4.54,4.82,4.05,4.368333333333333,Media (4.0–4.5]
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,99.0,1,60,1.5,1125.0,6,18,43,116,80,4,4.9,4.91,4.87,4.9,4.73,4.75,4.843333333333333,Excelente (>4.8)
within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,137.0,1,1125,29.1,1125.0,0,0,0,37,23,0,4.73,4.84,4.65,4.57,4.89,4.49,4.695,Alta (4.5–4.8]
within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,96.0,1,1125,29.7,1125.0,4,4,4,19,14,0,4.84,4.79,4.11,4.37,4.68,4.37,4.526666666666666,Alta (4.5–4.8]
within a day,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,123.0,30,1125,38.2,1125.0,0,0,3,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Lista,Entire home,Entire home/apt,2,1.0,1.0,1.0,100.0,7,365,7.4,365.0,4,5,6,9,5,0,4.67,4.67,4.78,5.0,5.0,4.89,4.835,Excelente (>4.8)
within an hour,True,True,Universidad,Private room in rental unit,Private room,2,2.0,1.0,1.0,36.0,2,5,2.0,5.0,6,14,32,62,40,0,4.35,4.18,4.84,4.48,4.87,4.32,4.506666666666667,Alta (4.5–4.8]
a few days or more,True,True,San Diego,Private room in rental unit,Private room,2,2.0,1.0,1.0,100.0,1,365,1.0,365.0,29,59,89,7,0,0,5.0,5.0,5.0,5.0,5.0,4.86,4.976666666666667,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,72.0,5,365,5.0,365.0,4,21,51,21,18,0,4.43,4.1,4.43,4.52,4.62,4.0,4.35,Media (4.0–4.5]
a few days or more,True,True,Zofío,Private room in rental unit,Private room,2,1.0,1.0,1.0,60.0,1,365,1.0,365.0,29,59,89,8,2,0,4.25,4.5,4.5,4.25,4.5,4.38,4.3966666666666665,Media (4.0–4.5]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,73.0,7,365,7.0,365.0,7,30,60,28,21,1,4.29,4.36,4.64,4.71,4.79,4.11,4.483333333333333,Media (4.0–4.5]
within an hour,True,True,Universidad,Private room in rental unit,Private room,2,2.0,1.0,1.0,27.0,2,5,2.0,5.0,3,6,10,58,37,3,4.45,4.28,4.6,4.41,4.66,4.45,4.4750000000000005,Media (4.0–4.5]
within an hour,True,True,Universidad,Private room in rental unit,Private room,3,2.0,1.0,1.0,36.0,2,5,2.0,5.0,4,12,30,57,30,4,4.47,4.35,4.89,4.61,4.93,4.47,4.62,Alta (4.5–4.8]
within a few hours,True,True,Pueblo Nuevo,Private room in home,Private room,2,0.5,1.0,0.0,50.0,1,1125,1.0,1125.0,20,50,80,31,19,0,4.81,4.81,4.9,4.87,4.74,4.77,4.816666666666667,Excelente (>4.8)
within an hour,True,True,Pueblo Nuevo,Private room in rental unit,Private room,2,3.0,1.0,1.0,27.0,10,365,10.0,365.0,7,17,30,8,5,1,3.75,3.88,4.63,4.25,4.5,4.0,4.168333333333333,Media (4.0–4.5]
within an hour,True,True,Casco Histórico de Vicálvaro,Private room in rental unit,Private room,2,1.0,1.0,1.0,67.0,2,6,2.0,6.0,10,10,10,29,25,0,5.0,5.0,4.93,4.97,4.83,4.97,4.949999999999999,Excelente (>4.8)
within an hour,True,True,Adelfas,Private room in rental unit,Private room,2,1.0,1.0,1.0,50.0,30,365,30.3,365.0,0,14,44,4,0,0,4.5,4.25,3.5,3.5,4.5,4.75,4.166666666666667,Media (4.0–4.5]
within a day,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,53.0,90,365,90.0,365.0,30,60,90,2,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Baja (≤4.0)
within an hour,True,True,Estrella,Private room in rental unit,Private room,1,1.0,1.0,1.0,43.0,31,365,31.0,365.0,28,58,88,1,0,0,5.0,4.0,5.0,5.0,5.0,5.0,4.833333333333333,Excelente (>4.8)
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,72.0,30,365,30.3,365.0,0,21,51,2,2,0,4.5,4.5,5.0,4.5,5.0,4.0,4.583333333333333,Alta (4.5–4.8]
within an hour,True,True,Lista,Private room in rental unit,Private room,2,2.0,1.0,1.0,42.0,30,365,30.3,365.0,0,0,0,2,0,0,3.5,3.5,4.0,4.5,4.5,3.5,3.9166666666666665,Baja (≤4.0)
within an hour,True,True,Lista,Private room in rental unit,Private room,1,2.0,1.0,1.0,44.0,30,365,30.3,365.0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within a day,True,True,Recoletos,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,293.0,30,1125,38.3,1125.0,3,33,63,2,1,0,3.0,4.5,5.0,4.5,5.0,3.0,4.166666666666667,Media (4.0–4.5]
within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,8,3.5,4.0,6.0,271.0,1,1125,28.0,1125.0,0,25,55,7,5,0,4.86,4.57,4.43,4.14,5.0,4.71,4.618333333333333,Alta (4.5–4.8]
within an hour,True,True,Rejas,Entire rental unit,Entire home/apt,6,2.0,1.0,3.0,76.0,4,1125,3.8,365.0,5,15,29,29,21,0,4.72,4.69,4.79,4.69,4.34,4.45,4.613333333333333,Alta (4.5–4.8]
within an hour,True,True,Universidad,Shared room in hotel,Shared room,2,4.0,1.0,6.0,42.0,1,365,1.0,365.0,12,12,12,6,2,0,3.67,4.0,4.33,3.67,4.67,3.83,4.028333333333333,Media (4.0–4.5]
within a few hours,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,2.0,0.0,95.0,20,365,19.5,365.0,3,16,46,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Comillas,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,138.0,2,365,2.0,365.0,16,46,76,54,38,5,4.81,4.77,4.75,4.72,4.0,4.45,4.583333333333333,Alta (4.5–4.8]
within an hour,True,True,Prosperidad,Private room in rental unit,Private room,1,2.0,1.0,1.0,42.0,31,365,31.0,365.0,0,0,0,1,1,1,2.0,3.0,1.0,1.0,2.0,1.0,1.6666666666666667,Baja (≤4.0)
within a day,True,False,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,103.0,90,365,89.8,365.0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,87.0,33,120,30.9,1125.0,2,20,50,83,55,4,4.81,4.6,4.78,4.78,4.86,4.69,4.753333333333334,Alta (4.5–4.8]
within an hour,True,True,Guindalera,Private room in rental unit,Private room,1,2.0,1.0,1.0,55.0,180,365,135.5,365.0,0,0,0,3,1,0,4.33,4.33,4.67,5.0,4.67,4.33,4.555,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,130.0,24,330,24.0,330.0,0,2,7,6,5,0,5.0,5.0,4.83,5.0,5.0,5.0,4.971666666666667,Excelente (>4.8)
within an hour,True,True,Almenara,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,114.0,1,365,1.9,365.0,6,25,52,51,31,0,5.0,4.98,4.94,5.0,4.65,4.96,4.921666666666667,Excelente (>4.8)
within an hour,True,True,Goya,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,131.0,1,180,1.3,180.0,12,31,61,54,38,2,4.74,4.83,4.7,4.76,4.87,4.63,4.755,Alta (4.5–4.8]
