id,name,host_id,host_response_time,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
47883510,Plaza Mayor Iii apartment in Madrid,377605855,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,$217.00,1,1125,4.7,1125.0,2,15,36,54,22,2,4.19,4.33,4.09,4.43,4.91,4.26
47883513,Prado Iv apartment in Madrid,377605855,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,6,1.5,2.0,3.0,$198.00,1,1125,5.3,1125.0,0,0,0,48,14,0,4.46,4.63,4.44,4.65,4.94,4.44
47883515,Principe Terrace apartment in Madrid,377605855,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,$228.00,1,1125,5.1,1125.0,0,8,28,135,19,2,4.74,4.8,4.4,4.64,4.96,4.66
47883527,Salamanca Confort Iii apartment in Madrid,377605855,within an hour,True,True,Goya,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,$106.00,1,1125,2.9,1125.0,11,36,66,104,24,0,4.47,4.55,4.29,4.5,4.76,4.21
47883560,Tirso Loft Ii apartment in Madrid,377605855,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,6,1.5,2.0,4.0,$174.00,1,1125,4.7,1125.0,8,30,56,99,34,1,4.42,4.54,4.35,4.32,4.68,4.17
47883567,Tirso apartment in Madrid,377605855,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,$197.00,1,1125,2.9,1125.0,5,16,31,166,46,4,4.54,4.53,4.6,4.58,4.74,4.42
47883571,Zoko Suites I apartment in Madrid,377605855,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,10,3.0,5.0,7.0,"$1,292.00",1,1125,4.9,1125.0,3,19,38,154,38,2,4.75,4.79,4.39,4.54,4.69,4.55
47884467,Canalejas Iv apartment in Madrid,377605855,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$170.00,1,1125,4.7,1125.0,2,12,28,73,16,0,4.75,4.7,4.75,4.66,4.85,4.52
47884471,NoMad Latina Iv apartment in Madrid,377605855,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,7,2.0,3.0,5.0,$207.00,1,1125,4.6,1125.0,4,21,49,38,1,0,4.29,4.71,4.13,4.34,4.82,4.37
47884479,Olavide Ii apartment in Madrid,377605855,within an hour,True,True,Trafalgar,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$159.00,1,1125,5.8,1125.0,1,5,34,45,18,1,4.71,4.67,4.69,4.42,4.82,4.53
47884481,Olavide Iii apartment in Madrid,377605855,within an hour,True,True,Trafalgar,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$173.00,1,1125,6.4,1125.0,0,0,1,65,6,0,4.82,4.72,4.77,4.68,4.88,4.63
47884484,Olavide Terrace Ii apartment in Madrid,377605855,within an hour,True,True,Trafalgar,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$159.00,1,1125,5.8,1125.0,9,24,51,56,27,2,4.75,4.55,4.36,4.68,4.93,4.5
47884485,Olavide Iv apartment in Madrid,377605855,within an hour,True,True,Trafalgar,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$139.00,1,1125,6.4,1125.0,4,19,47,35,11,1,4.6,4.63,4.51,4.4,4.94,4.46
47884511,Zoko Suites Ii apartment in Madrid,377605855,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,10,3.0,5.0,7.0,$309.00,1,1125,4.7,1125.0,2,15,39,118,27,1,4.71,4.65,4.41,4.64,4.75,4.58
47896715,H.06 Luminoso dormitorio con vistas al jardín,186289216,within an hour,True,False,Puerta Bonita,Private room in villa,Private room,1,0.5,1.0,0.0,$39.00,2,45,2.0,1125.0,17,17,18,36,15,2,4.86,4.64,4.78,4.67,4.67,4.75
47897389,Madrid Rio I,386085631,within an hour,True,True,Moscardó,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$110.00,2,1125,2.0,1125.0,18,48,78,147,27,2,4.66,4.67,4.82,4.68,4.42,4.43
47908225,Madrid Rio II,386085631,within an hour,True,True,Moscardó,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$80.00,2,1125,2.0,1125.0,7,31,61,137,29,3,4.77,4.7,4.82,4.68,4.34,4.41
47914342,Madrid Rio III,386085631,within an hour,True,True,Moscardó,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$115.00,2,1125,2.0,1125.0,15,39,69,147,32,3,4.69,4.69,4.84,4.77,4.35,4.42
47915506,Madrid Rio IV,386085631,within an hour,True,True,Moscardó,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$80.00,2,730,2.0,730.0,5,24,54,135,17,0,4.8,4.73,4.9,4.8,4.49,4.44
47915999,Madrid Rio V,386085631,within an hour,True,True,Moscardó,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$115.00,2,1125,2.0,1125.0,19,49,79,170,35,3,4.7,4.59,4.78,4.69,4.39,4.42
47936891,Stylish Central Apartment by Eric Vökel,228209721,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,$320.00,1,365,2.3,168.4,9,29,53,65,9,0,4.66,4.75,4.85,4.63,4.88,4.55
47949255,Stylish Modern Apartment in the heart of Madrid,15163971,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$122.00,1,365,1.0,1125.0,1,1,1,216,33,0,4.73,4.68,4.87,4.9,4.94,4.63
47950055,Apartamento con parking incluido junto Madrid rio,196395456,within an hour,True,True,Imperial,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$109.00,1,1125,5.3,99.0,1,26,56,102,15,1,4.73,4.78,4.66,4.7,4.75,4.54
47953891,Cuarto de huéspedes con jardín en Madrid,40152530,within an hour,True,True,Pueblo Nuevo,Tiny home,Entire home/apt,2,1.0,1.0,2.0,$63.00,3,120,3.0,1125.0,1,2,16,60,11,1,4.88,4.92,4.85,4.92,4.7,4.68
47976644,"Pleasant, functional, bright (Center of Madrid) U4",82613991,within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$91.00,4,1125,4.0,1125.0,2,20,37,222,43,0,4.82,4.94,4.93,4.96,4.97,4.75
47988323,Apartament in Parque del Retiro RI,596469,within a few hours,True,True,Ibiza,Entire serviced apartment,Entire home/apt,5,2.0,2.0,3.0,$155.00,29,365,29.0,365.0,0,19,49,17,1,0,4.94,4.94,4.88,4.76,4.94,4.53
48027065,Top Location-Bright -WiFi-A/C-SmartTV,47554470,within an hour,True,True,Embajadores,Entire loft,Entire home/apt,3,1.0,0.0,3.0,$108.00,1,365,1.0,1125.0,2,17,47,456,85,5,4.62,4.84,4.78,4.74,4.59,4.49
48027131,Latina-Balcony-WiFi-A/C-SmartTV,127569594,within an hour,True,True,Embajadores,Entire loft,Entire home/apt,3,1.0,1.0,3.0,$107.00,1,365,1.0,1125.0,1,7,32,497,104,5,4.81,4.94,4.83,4.82,4.7,4.69
48027260,Top Location-Bright -WiFi-A/C-SmartTV,143860194,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,$112.00,1,365,1.0,1125.0,4,18,48,478,63,4,4.71,4.88,4.88,4.78,4.69,4.63
48027302,Latina-Balcony-WiFi-A/C-SmartTV,143860194,within an hour,True,True,Embajadores,Entire loft,Entire home/apt,3,1.0,1.0,3.0,$116.00,1,365,1.0,1125.0,4,14,44,491,71,4,4.75,4.89,4.86,4.77,4.69,4.61
48028903,Fantástico estudio luminoso  zona Chamberí-Almagro,144246035,within a few hours,True,True,Almagro,Entire rental unit,Entire home/apt,4,1.0,0.0,2.0,$120.00,10,1125,9.2,1125.0,5,28,58,150,24,1,4.85,4.81,4.89,4.91,4.89,4.62
48050052,Exclusive Apartment in Madrid Center. Madrazo I,2105590,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,6,3.0,3.0,5.0,$584.00,1,1125,6.9,1125.0,7,15,35,99,16,3,4.93,4.9,4.87,4.96,4.91,4.83
48050314,Luxury Apartment near Retiro Park. Madrazo II,2105590,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,6,3.0,3.0,5.0,$299.00,1,1125,7.0,1125.0,3,4,18,157,23,1,4.97,4.97,4.94,4.95,4.93,4.89
48050381,Big penthouse in Madrid center. Madrazo Terrace,2105590,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,$524.00,1,1125,7.0,1125.0,1,21,36,105,18,1,4.95,4.95,4.98,4.96,4.93,4.83
48056856,SE ALQUILA HABITACION AMPLIA METRO QUEVEDO - SOL,161283576,a few days or more,True,True,Trafalgar,Private room in rental unit,Private room,3,1.0,3.0,3.0,$21.00,25,365,24.3,365.0,1,1,9,61,3,0,4.56,4.54,4.67,4.75,4.89,4.48
48063859,"Madrid Centro, Plaza Mayor, Sol, Opera",302701213,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$147.00,3,180,3.0,1125.0,22,52,82,81,20,2,4.88,4.77,4.89,4.91,4.96,4.62
48075156,Amplio estudio luminoso zona Chamberí-Almagro,144246035,within a few hours,True,True,Almagro,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$141.00,10,730,10.0,730.0,5,35,65,29,12,1,4.79,4.79,4.93,4.97,4.9,4.52
48089804,Apartamento Cuqui en Malasaña,40877988,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$100.00,2,1125,3.6,1125.0,8,22,45,223,55,5,4.45,4.67,4.68,4.76,4.76,4.28
48099045,LINDO APARTAMENTO EN SALAMANCA DISTRICT,329533276,within an hour,True,True,Recoletos,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$115.00,1,1125,1.3,1125.0,5,14,14,84,37,1,4.94,4.98,4.98,4.98,5.0,4.77
48102413,Mínimalista flat in Heart Madrid. Behing El Angel,15180824,a few days or more,True,True,Embajadores,Entire rental unit,Entire home/apt,3,1.5,1.0,2.0,$70.00,21,180,20.9,180.0,19,24,36,28,8,0,4.82,4.75,4.71,4.89,4.93,4.79
48105681,Temporary accomodation in Madrid de los Asturias,387918162,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,8,2.0,4.0,6.0,$223.00,1,365,49.9,999.0,7,37,67,131,29,0,4.74,4.66,4.68,4.71,4.92,4.56
48119992,PO109 APARTAMENTO PRIVADO + WIFI,22374109,within an hour,True,True,Puerta del Angel,Entire rental unit,Entire home/apt,8,1.0,3.0,5.0,$117.00,1,7,1.0,95.7,4,20,42,151,44,8,4.32,4.38,4.55,4.6,4.15,4.23
48122153,Madrid VI,386085631,within an hour,True,True,Moscardó,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$80.00,2,730,2.0,730.0,8,38,68,156,43,1,4.81,4.68,4.9,4.81,4.47,4.5
48122835,Habitación Individual - Madrid Centro Retiro,270949518,within an hour,True,True,Ibiza,Private room in rental unit,Private room,1,2.0,1.0,1.0,$29.00,30,90,19.4,90.0,9,31,61,309,84,5,4.59,4.49,4.65,4.72,4.8,4.52
48128650,Luxury apartment in the best area. Madrazo III,2105590,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,6,3.0,3.0,5.0,$438.00,1,1125,6.9,1125.0,2,15,30,118,16,1,4.97,4.95,4.96,4.97,4.91,4.8
48128651,Elegant apartment near Museum Thyssen. Madrazo IV,2105590,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,6,3.0,3.0,5.0,$450.00,1,1125,6.9,1125.0,13,22,33,147,21,1,4.94,4.95,4.95,4.96,4.89,4.88
48131490,Heima Retiro Park-Ibiza,23603298,within an hour,True,True,Niño Jesús,Entire rental unit,Entire home/apt,6,2.0,3.0,0.0,$393.00,3,1080,3.0,1125.0,10,31,56,104,17,0,4.8,4.67,4.93,4.81,4.83,4.64
48140623,8.Bohemian  2Bath 2Bedroom apartment in Gran Via,311973495,within a few hours,True,True,Universidad,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,$136.00,3,33,3.0,33.0,3,13,31,279,66,6,4.73,4.71,4.85,4.75,4.95,4.62
48176625,Modern & centric apartment in Calle Mayor,37291567,within an hour,True,True,Sol,Entire serviced apartment,Entire home/apt,5,1.0,2.0,3.0,$370.00,1,30,2.2,7.0,6,17,31,6,6,2,4.83,4.83,5.0,4.83,5.0,4.83
48191896,Comfortable 2BR/2BA in Chueca,231647798,within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$249.00,1,1125,7.0,1125.0,5,35,65,23,7,1,4.91,4.96,4.96,4.96,4.65,4.83
48204964,Temporary Accommodation: The Best Experience.,387355633,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$112.00,1,365,50.8,999.0,6,36,66,77,14,1,4.69,4.71,4.73,4.73,4.86,4.45
48209526,"Habitación >privada<, en hostal.",319616632,within an hour,True,True,Universidad,Private room in serviced apartment,Private room,2,4.0,1.0,3.0,$60.00,1,30,1.3,30.0,20,20,20,98,21,0,4.43,4.38,4.62,4.69,4.78,4.45
48209577,"Comfy 4BR apt. in Malasaña, 4/5pax, monthly only",23849920,within a few hours,True,True,Universidad,Entire rental unit,Entire home/apt,5,2.0,4.0,6.0,$168.00,90,360,118.3,360.0,0,0,0,12,0,0,4.92,4.92,5.0,5.0,4.83,4.83
48218623,WoW!! Stunning Cozy Sunny  SANTA ANA 2br/1ba LIFT,8647044,within a few hours,True,True,Cortes,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,$229.00,7,1125,6.9,1125.0,6,36,66,70,22,1,4.64,4.79,4.89,4.81,4.96,4.64
48245090,"Vivodomo - Free parking, super bright, 2bed/2bath",77489120,within an hour,True,True,Berruguete,Entire condo,Entire home/apt,4,2.0,2.0,2.0,$122.00,1,30,1.5,1125.0,4,9,23,364,92,3,4.93,4.9,4.82,4.91,4.57,4.8
48249273,"Habitación céntrica, cómoda, luminosa y tranquila.",18622338,within an hour,True,True,Acacias,Private room in rental unit,Private room,1,1.0,1.0,1.0,$55.00,2,30,5.8,1125.0,26,44,44,87,7,0,4.76,4.6,4.8,4.71,4.67,4.63
48262839,Apartamento nuevo en La Gavia,389466690,within a few hours,True,True,Casco Histórico de Vallecas,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$73.00,4,365,16.4,365.0,4,20,37,40,16,1,4.73,4.75,4.83,4.68,4.55,4.73
48269599,Malasaña Suite,389537871,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$105.00,2,1125,2.0,1125.0,4,24,52,270,53,5,4.85,4.92,4.85,4.86,4.88,4.74
48276489,"Stylish apartment, a step away from Atocha",99018982,within an hour,True,True,Palos de Moguer,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,$100.00,1,1125,27.5,162.6,0,28,58,27,6,0,4.37,4.33,4.41,4.67,4.56,4.07
48284153,MyHouseSpain - Increíble piso cerca de Atocha,45621438,within an hour,True,True,Jerónimos,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$158.00,1,365,3.7,999.0,4,11,19,180,34,2,4.69,4.61,4.76,4.73,4.87,4.6
48290903,Madrid Sur Apartment | 10 min. Atocha,129000409,within an hour,True,True,San Diego,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$159.00,1,45,2.8,45.0,25,55,85,89,51,2,4.67,4.76,4.66,4.63,4.22,4.47
48306657,Pequeña habitación en pleno centro de Madrid.,4295263,within an hour,True,True,Embajadores,Private room in rental unit,Private room,1,1.5,1.0,2.0,$51.00,30,365,3.0,1125.0,0,0,21,109,32,0,4.94,4.86,4.96,4.99,4.97,4.95
48307627,Habitación individual en el Retiro,6857159,within a few hours,True,True,Ibiza,Private room in casa particular,Private room,1,2.0,1.0,1.0,$24.00,4,1125,4.0,1125.0,0,0,0,5,1,0,4.4,4.6,4.8,4.4,4.6,4.0
48315547,Goya Centro Madrid,35912520,within a few hours,True,True,Goya,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,$189.00,2,3,2.0,3.0,3,13,41,21,5,0,4.9,4.9,5.0,4.76,5.0,4.81
48321879,MATADERO MADRID 1ºE,97072466,within an hour,True,True,Chopera,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$100.00,2,1125,2.0,1125.0,0,0,0,7,4,0,4.71,4.43,4.86,4.86,5.0,4.57
48325709,Modern & Bright Penthouse -1Bedroom 1Bath -Sol,390078304,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$115.00,1,1125,6.6,1125.0,6,29,49,114,31,1,4.54,4.6,4.66,4.82,4.9,4.25
48328408,Temporary accomodation: Apartment in Palacio Real,11120063,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$85.00,1,365,50.8,999.0,0,7,7,52,16,1,4.88,4.81,4.79,4.83,4.92,4.87
48354077,Cómoda habitación en piso compartido en Legazpi,21918414,within a day,True,True,Delicias,Private room in rental unit,Private room,1,1.0,1.0,1.0,$20.00,15,90,15.0,90.0,1,1,8,22,5,0,4.95,4.64,5.0,4.95,4.95,4.91
48389402,Amplia/moderna vivienda en el corazón de Madrid 1,390624636,within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$259.00,4,1125,4.6,1125.0,8,29,59,213,50,1,4.67,4.7,4.75,4.73,4.85,4.58
48413555,Tranquilo y Cómodo apartamento 2min.metro Legazpi,24999099,within an hour,True,True,Delicias,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,$60.00,10,1000,10.3,1125.0,11,41,58,60,8,0,4.88,4.77,4.93,4.97,4.85,4.7
48417206,Waou Palacio Real - Alquiler Corta Duración,28786243,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$325.00,1,1125,3.9,1125.0,5,29,59,57,7,2,4.75,4.88,4.63,4.79,5.0,4.75
48421435,APARTAMENTO TIRSO DE MOLINA .,303225286,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,$135.00,1,1125,1.0,1125.0,0,6,26,317,95,6,4.68,4.71,4.85,4.9,4.74,4.66
48424035,Waou Chueca II - Alquiler Corta Duración,28786243,within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$221.00,1,1125,2.0,1125.0,7,27,54,36,1,0,4.69,4.97,4.25,4.86,4.94,4.64
48424322,Waou Chueca III - Alquiler Corta Duración,28786243,within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$166.00,1,1125,2.0,1125.0,2,14,44,106,9,1,4.91,4.84,4.56,4.87,4.87,4.76
48443041,Spacious quiet 3 bedrooms apartment super center,337004551,within an hour,True,True,Palacio,Entire serviced apartment,Entire home/apt,6,2.0,3.0,3.0,$372.00,3,730,2.9,1125.0,8,28,45,117,16,1,4.95,4.94,4.97,4.93,4.97,4.81
48536655,Modern & Stylish - 2Bedrooms 1Bathroom  - Lavapiés,391640332,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$177.00,1,1125,6.6,1125.0,2,19,35,149,11,0,4.72,4.6,4.79,4.78,4.7,4.57
48562260,Bright ap. malasaña long term available,1496172,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$146.00,25,180,25.0,180.0,14,44,74,55,6,0,4.89,4.98,4.98,4.96,4.96,4.91
48562451,studio 2 people wifi near the center of madrid,149113815,within an hour,True,True,Aluche,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$65.00,2,1125,2.0,1125.0,1,10,19,50,3,0,4.86,4.8,4.72,4.76,4.4,4.7
48562755,Private  SIngle  Room (Puerta del SOL ),254267435,within an hour,True,True,Sol,Private room in hostel,Private room,1,1.0,1.0,1.0,$162.00,1,100,1.1,1125.0,28,58,88,76,5,0,4.64,4.66,4.76,4.66,4.95,4.5
48578363,Modulo Individual Hab Compartida 6 Mod NR,380390897,within an hour,True,True,Embajadores,Room in hotel,Private room,1,1.0,1.0,1.0,$56.00,1,365,1.0,365.0,12,35,62,3,1,0,5.0,5.0,5.0,5.0,4.67,5.0
48597973,Exclusive Comfort 1 Bedroom apartment,391914783,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$336.00,1,30,1.7,735.1,14,36,66,20,1,0,4.5,4.7,4.65,4.35,4.7,4.5
48615913,Habitación doble confort,7819408,within an hour,True,True,Universidad,Private room in bed and breakfast,Private room,2,1.0,1.0,2.0,$95.00,1,1125,1.5,999.0,0,13,35,80,27,2,4.89,4.9,4.94,4.94,4.96,4.83
48641441,"LOFT muy luminoso, wifi, AA/CC, céntrico.",4292037,within a few hours,True,True,Justicia,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,$94.00,2,360,29.3,360.0,1,2,10,188,15,0,4.74,4.78,4.9,4.91,4.91,4.63
48652748,RiNa Madrid apartamento 2,260344662,within an hour,True,True,Valdezarza,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,$114.00,2,1125,2.0,365.0,7,24,45,22,2,1,4.95,5.0,4.95,5.0,4.95,4.95
48669129,"Habitación, aire acondicionado , 7km del centro",45104691,within an hour,True,True,Entrevías,Private room in home,Private room,2,1.0,1.0,1.0,$41.00,1,365,1.0,1125.0,4,34,64,166,19,9,4.95,4.92,4.92,4.95,4.54,4.89
48670078,Luxury in GRAN VÍA & SOL: Awesome & Classy,392375088,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,8,3.0,3.0,4.0,$697.00,2,365,2.0,365.0,18,46,70,231,61,4,4.94,4.9,4.9,4.89,4.91,4.86
48706649,Cozy room in Palos de la Frontera - OWN Bathroom!,242684722,within an hour,True,True,Palos de Moguer,Private room in rental unit,Private room,1,1.0,1.0,1.0,$52.00,2,10,2.0,10.0,4,15,45,316,61,2,4.88,4.93,4.9,4.92,4.83,4.8
48711112,Suite con cocina y baño 100% independiente,7607511,within an hour,True,True,Numancia,Private room in loft,Private room,3,1.0,1.0,2.0,$65.00,1,90,1.0,1125.0,0,4,10,292,70,4,4.85,4.88,4.95,4.98,4.64,4.8
48732595,Large apartment in Malasaña - 3 bedrooms,97593106,within an hour,True,True,Universidad,Entire condo,Entire home/apt,6,2.0,3.0,3.0,$339.00,3,120,3.0,1125.0,10,21,39,35,14,2,4.83,4.91,4.86,4.94,4.89,4.8
48764550,"Penthouse apartment 2 terraces , Chamartin, LHOY",291253690,within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,$166.00,1,365,5.1,365.0,7,7,7,169,43,2,4.89,4.87,4.64,4.86,4.87,4.85
48776160,Beautiful and modern loft  in San Chinarro,330794542,within an hour,True,True,Valdefuentes,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,$104.00,1,1125,1.4,99.0,16,46,76,8,4,1,4.5,4.5,4.13,4.13,4.5,4.13
48795728,Entire apartment in La Latina,460391145,within an hour,True,True,Palacio,Entire serviced apartment,Entire home/apt,10,2.0,5.0,5.0,$277.00,1,15,3.1,15.0,7,21,32,53,12,0,4.72,4.66,4.68,4.42,4.77,4.43
48818197,Best Location in Madrid City One,229138489,within an hour,True,True,Recoletos,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,$158.00,3,29,3.0,1125.0,7,32,50,260,49,1,4.6,4.48,4.74,4.63,4.93,4.49
48818476,Habitación cómoda y acogedora.,246526725,within an hour,True,True,Casco Histórico de Vallecas,Private room in rental unit,Private room,2,1.0,1.0,1.0,$43.00,1,365,1.0,365.0,8,21,47,159,70,5,4.93,4.94,4.91,4.98,4.76,4.91
48818905,Prado apartment in Madrid,377605855,within an hour,True,True,Jerónimos,Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,$128.00,1,1125,4.9,1125.0,3,9,20,45,13,0,4.98,4.98,4.96,4.87,5.0,4.87
48837496,Salamanca Luxury Aparment,106591951,within a few hours,True,True,Goya,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$406.00,2,1125,2.0,1125.0,22,52,82,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0
48839316,PLAZA II DE MAYO,325540127,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,$105.00,3,365,3.0,1125.0,0,0,0,9,0,0,4.33,4.67,4.67,4.11,4.56,4.33
48839778,GOMEZ DE MORA,325540127,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,$87.00,3,365,3.0,1125.0,0,0,0,42,11,0,4.33,4.29,4.48,4.31,4.76,4.24
48861489,H.01 Habitación con vistas al Jardín,186289216,within an hour,True,False,Puerta Bonita,Private room in rental unit,Private room,1,1.0,1.0,1.0,$39.00,2,45,2.0,1125.0,17,17,18,28,5,1,4.64,4.61,4.89,4.75,4.46,4.68
48879412,Exclusive Executive 1 Bedroom Apartment,391914783,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$276.00,1,365,1.7,735.1,17,42,72,106,24,0,4.82,4.71,4.91,4.72,4.94,4.7
48886133,Tranquila Habitación doble,194738186,within an hour,True,True,Fuente del Berro,Private room in rental unit,Private room,2,2.0,1.0,2.0,$36.00,2,700,2.0,700.0,9,22,50,109,37,1,4.76,4.55,4.7,4.73,4.76,4.6
48926879,Suite 2 Bedroom Apartment,391914783,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,$404.00,1,30,1.7,735.1,16,35,64,138,27,0,4.81,4.75,4.85,4.7,4.93,4.74
48926899,Grand Suite 3 Bedroom Apartments,391914783,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,8,2.0,3.0,2.0,$493.00,1,365,1.7,735.1,5,21,41,19,8,0,4.74,4.63,4.79,4.79,5.0,4.79
48928933,Bright & Stylish-3Bedrooms 2Baths- Salamanca,394654577,within an hour,True,True,Fuente del Berro,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,$269.00,1,1125,6.6,1125.0,10,23,31,51,9,0,4.47,4.59,4.71,4.57,4.84,4.16
48936177,"Plaza Mayor, amplio y luminoso apartamento",79224227,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,8,2.0,4.0,6.0,$468.00,4,100,4.0,1125.0,7,24,50,116,44,2,4.91,4.95,4.92,4.99,4.94,4.85
48947898,Habitación Familiar Cuádruple en  Puerta del Sol,254267435,within an hour,True,True,Sol,Private room in hostel,Private room,4,1.0,1.0,5.0,$243.00,1,1125,1.2,1125.0,30,60,90,7,4,1,5.0,5.0,5.0,5.0,5.0,4.83
48957299,Habitación privada junto al Retiro,6857159,within a few hours,True,True,Ibiza,Private room in rental unit,Private room,3,1.5,3.0,3.0,$26.00,4,1125,4.0,1125.0,0,0,0,8,0,0,4.63,4.75,5.0,5.0,4.75,4.88
48985886,Apartamento Kintsugi,395073906,within an hour,True,True,Moscardó,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$129.00,2,30,5.6,30.0,0,27,57,17,7,0,4.82,4.88,4.94,4.94,4.65,4.71
49026335,"Habitación Privada, WIFI.",101962683,within an hour,True,True,Moscardó,Private room in rental unit,Private room,1,1.0,0.0,1.0,$29.00,3,1125,3.0,1125.0,6,21,44,85,33,0,4.86,4.86,4.91,4.92,4.58,4.82
